Num_Acc;an;mois;jour;hrmn;lum;agg;atm;col;dep
201400003668;14;10;5;545;3;1;1;6;90
201400003669;14;10;10;1745;1;1;8;6;90
201400003670;14;10;28;1700;1;2;1;6;90
201400003671;14;11;18;1745;2;1;1;6;90
201400003672;14;12;24;930;1;1;1;3;90
201400003673;14;7;4;1730;1;2;1;1;90
201400003674;14;4;9;1300;1;1;1;7;90
201400003675;14;8;3;945;1;2;1;5;90
201400003676;14;9;21;615;3;1;1;6;90
201400003677;14;11;23;45;3;1;1;6;90
201400003678;14;5;30;1045;1;2;1;6;90
201400003679;14;5;31;745;1;2;2;1;90
201400003680;14;6;19;915;1;1;1;6;90
201400003681;14;6;20;1515;1;1;1;6;90
201400003682;14;7;16;2000;1;2;7;1;90
201400003683;14;7;19;815;1;1;1;6;90
201400003684;14;11;10;1730;1;2;1;3;90
201400003685;14;11;13;1500;1;1;1;3;90
201400003686;14;12;6;1800;3;1;3;6;90
201400003687;14;12;8;1015;1;1;1;3;90
201400003688;14;4;10;1430;1;1;1;3;90
201400003689;14;6;1;630;2;2;1;6;90
201400003690;14;7;6;2215;3;1;1;6;90
201400003691;14;9;13;1700;1;1;1;7;90
201400003692;14;9;30;2115;3;1;1;6;90
201400003693;14;1;25;1915;5;2;2;3;90
201400003694;14;2;28;1115;1;1;1;1;90
201400003695;14;3;23;1800;1;1;7;1;90
201400003696;14;6;3;1730;1;1;1;2;90
201400003697;14;7;3;1945;1;1;1;6;90
201400003698;14;12;14;2315;3;1;1;1;90
201400003699;14;9;7;645;2;1;1;6;90
201400003700;14;6;15;915;1;1;1;1;90
201400003701;14;1;18;845;3;1;1;7;90
201400003702;14;3;8;1800;1;1;1;6;20
201400003703;14;5;20;1815;5;2;1;6;20
201400003704;14;7;24;1645;1;2;1;3;20
201400003705;14;8;20;1200;1;2;1;6;20
201400003706;14;9;2;745;1;2;1;3;12
201400003707;14;9;1;1630;1;1;1;3;12
201400003708;14;11;16;1600;1;1;1;6;12
201400003709;14;12;5;1500;1;1;1;6;12
201400003710;14;12;10;1415;1;2;1;6;12
201400003711;14;12;26;2245;3;1;1;6;12
201400003712;14;4;24;1730;1;1;1;6;12
201400003713;14;5;10;1400;1;2;1;6;12
201400003714;14;5;14;1615;1;1;1;6;12
201400003715;14;8;9;630;2;1;1;1;12
201400003716;14;8;20;1815;1;1;1;1;12
201400003717;14;8;24;2300;5;2;1;1;12
201400003718;14;11;8;845;1;2;1;6;12
201400003719;14;11;15;1600;1;1;1;3;12
201400003720;14;5;10;1100;1;2;1;3;12
201400003721;14;5;15;1715;1;1;1;3;12
201400003722;14;6;28;1600;1;1;1;1;12
201400003723;14;9;5;1545;1;2;1;4;12
201400003724;14;9;7;1315;1;1;1;1;12
201400003725;14;10;30;1545;1;1;1;7;12
201400003726;14;12;30;1215;1;1;1;3;12
201400003727;14;8;30;1700;1;1;1;2;12
201400003728;14;8;31;2000;3;1;1;7;12
201400003729;14;5;27;1945;1;1;1;1;12
201400003730;14;9;4;815;1;2;1;3;12
201400003731;14;10;12;430;3;1;1;7;12
201400003732;14;1;12;1215;1;2;1;6;12
201400003733;14;1;12;2100;1;1;1;6;12
201400003734;14;2;2;2030;5;1;1;6;12
201400003735;14;5;1;1530;1;2;1;3;12
201400003736;14;5;14;1145;1;1;1;3;12
201400003737;14;9;30;630;3;1;1;1;12
201400003738;14;1;1;1645;1;1;1;7;12
201400003739;14;8;11;1445;1;2;8;7;12
201400003740;14;9;11;800;1;2;1;6;12
201400003741;14;2;9;2000;5;1;1;1;12
201400003742;14;9;29;1800;1;1;2;6;12
201400003743;14;10;10;1200;1;1;8;1;12
201400003744;14;10;29;1415;1;2;7;3;12
201400003745;14;12;16;1815;5;2;3;6;12
201400003746;14;12;29;1530;1;1;1;7;12
201400003747;14;6;20;1215;1;1;1;6;12
201400003748;14;8;9;1500;1;1;1;6;12
201400003749;14;8;17;315;1;2;1;6;12
201400003750;14;11;22;1330;1;1;1;6;12
201400003751;14;3;6;830;2;2;7;6;12
201400003752;14;6;3;2145;3;1;1;1;12
201400003753;14;11;21;1445;1;2;1;6;12
201400003755;14;1;23;755;5;2;5;6;12
201400003756;14;4;12;1815;1;2;1;6;12
201400003757;14;7;10;940;1;2;2;7;12
201400003758;14;7;25;1730;1;2;1;6;12
201400003760;14;6;30;1430;1;1;1;2;12
201400003761;14;11;17;745;1;1;2;3;12
201400003762;14;1;20;745;2;2;2;6;12
201400003763;14;1;29;810;2;1;4;5;12
201400003764;14;2;23;1320;1;2;1;3;12
201400003765;14;3;6;1715;1;1;1;4;12
201400003766;14;6;22;920;1;1;1;3;12
201400003767;14;7;12;2030;1;1;1;6;12
201400003768;14;8;23;1400;3;1;1;6;12
201400003769;14;2;2;1650;1;1;1;6;12
201400003770;14;2;4;6;3;1;2;1;12
201400003771;14;4;4;1115;1;1;2;7;12
201400003772;14;4;8;1115;1;1;2;7;12
201400003773;14;6;21;600;2;1;1;7;12
201400003774;14;7;11;1515;1;1;1;1;12
201400003775;14;9;13;2030;2;1;1;7;12
201400003776;14;11;21;1000;1;2;1;6;12
201400003777;14;1;7;1345;1;1;1;6;12
201400003778;14;1;18;1440;1;1;1;3;12
201400003779;14;4;6;310;3;1;1;7;12
201400003780;14;8;1;1245;1;1;1;3;12
201400003781;14;10;16;730;3;1;2;7;12
201400003782;14;9;24;715;5;2;8;6;12
201400003783;14;2;21;1519;1;1;2;7;12
201400003784;14;8;30;1700;1;2;1;7;12
201400003785;14;5;9;1450;1;1;1;2;12
201400003786;14;5;21;1450;1;2;6;7;12
201400003787;14;6;15;1145;1;1;1;5;12
201400003788;14;6;20;1845;1;1;1;1;12
201400003789;14;10;23;1600;1;1;1;5;12
201400003790;14;12;31;1130;1;2;1;6;32
201400003791;14;5;29;1720;1;1;1;6;32
201400003792;14;8;13;1445;1;1;1;6;32
201400003793;14;5;10;645;2;1;1;6;32
201400003794;14;9;14;1615;1;1;1;6;32
201400003795;14;6;5;855;1;1;1;1;32
201400003796;14;7;16;1400;2;1;1;6;32
201400003797;14;8;13;1900;1;1;1;6;32
201400003798;14;10;24;1530;1;1;1;6;32
201400003799;14;1;22;1004;1;1;1;3;32
201400003800;14;6;10;1300;1;1;1;6;32
201400003801;14;6;14;1435;1;1;1;2;32
201400003802;14;7;26;930;1;1;1;7;32
201400003803;14;7;29;1615;1;1;1;1;32
201400003804;14;8;3;1630;1;1;1;6;32
201400003805;14;8;21;1730;1;2;1;5;32
201400003806;14;9;16;1530;1;2;1;4;32
201400003807;14;10;19;1115;1;1;1;7;32
201400003808;14;3;23;2035;5;2;4;6;32
201400003809;14;5;14;930;1;1;1;6;32
201400003810;14;5;23;745;1;1;1;1;32
201400003811;14;8;28;1300;1;1;1;3;32
201400003812;14;8;30;1045;1;1;1;7;32
201400003813;14;11;22;1515;1;1;5;6;32
201400003814;14;11;28;1730;3;2;3;6;32
201400003815;14;6;7;1210;1;1;1;6;32
201400003816;14;3;20;1344;1;1;1;6;32
201400003817;14;6;7;945;1;1;1;1;32
201400003818;14;7;7;15;3;1;2;3;32
201400003819;14;8;13;1015;1;2;1;6;32
201400003820;14;9;14;530;4;2;1;6;32
201400003821;14;11;2;430;3;1;5;6;32
201400003822;14;11;30;445;3;1;8;7;32
201400003823;14;1;14;745;2;2;2;6;32
201400003824;14;3;27;1315;1;1;1;7;32
201400003825;14;4;15;1445;1;1;1;2;32
201400003826;14;5;9;1720;1;2;1;6;32
201400003827;14;6;14;1045;1;1;1;1;32
201400003828;14;6;20;1600;1;1;1;6;32
201400003829;14;7;2;1415;1;2;1;4;32
201400003830;14;7;27;1145;1;1;1;1;32
201400003831;14;8;26;1200;1;1;2;6;32
201400003832;14;9;11;1715;1;1;1;3;32
201400003833;14;9;26;1715;1;1;1;7;32
201400003834;14;10;20;1430;1;1;1;1;32
201400003835;14;11;22;1230;1;2;1;1;32
201400003836;14;4;13;1700;1;1;1;3;32
201400003837;14;7;4;900;1;2;2;2;32
201400003838;14;7;6;1700;1;1;8;3;32
201400003839;14;9;8;1730;1;2;2;1;32
201400003840;14;10;18;1600;1;2;1;3;32
201400003841;14;10;30;1500;1;2;1;1;32
201400003842;14;10;30;1945;3;1;1;3;32
201400003843;14;11;21;2000;3;1;1;1;32
201400003844;14;4;7;1815;1;1;1;6;32
201400003845;14;6;15;2000;1;1;1;1;32
201400003846;14;7;31;1600;1;1;1;2;32
201400003847;14;10;5;445;3;1;1;6;32
201400003848;14;1;7;1915;3;1;1;1;32
201400003849;14;3;21;830;1;2;1;5;32
201400003850;14;4;15;2130;3;1;1;3;32
201400003851;14;4;18;1600;1;1;1;6;32
201400003852;14;5;4;1315;1;1;1;6;32
201400003853;14;5;28;1730;1;1;2;6;32
201400003854;14;7;6;2130;2;1;1;6;32
201400003855;14;8;6;1745;1;2;1;1;32
201400003856;14;8;28;1045;1;2;1;3;32
201400003857;14;9;10;645;2;1;1;6;32
201400003858;14;9;6;2245;5;2;1;6;32
201400003859;14;9;30;1045;1;2;8;6;32
201400003860;14;1;28;800;1;1;1;3;32
201400003861;14;1;31;1800;5;2;1;1;32
201400003862;14;3;2;745;1;1;1;5;32
201400003863;14;5;13;745;1;1;1;6;32
201400003864;14;9;10;1845;1;1;1;6;32
201400003865;14;10;19;1600;2;1;1;7;32
201400003866;14;2;12;1200;1;1;1;3;32
201400003867;14;5;14;1800;1;1;1;2;32
201400003868;14;10;12;1830;1;1;1;6;32
201400003869;14;10;18;1230;1;1;1;6;32
201400003870;14;1;14;1830;5;2;2;6;32
201400003871;14;1;26;1630;1;2;2;1;32
201400003872;14;7;25;1730;1;1;8;5;32
201400003873;14;7;27;145;3;1;1;7;32
201400003874;14;8;23;1530;1;1;1;7;32
201400003875;14;9;18;115;5;2;1;6;32
201400003876;14;9;18;1530;1;1;1;6;32
201400003877;14;9;29;2015;3;1;1;6;65
201400003878;14;10;9;1730;1;1;3;6;46
201400003879;14;10;10;1845;2;1;2;1;46
201400003880;14;11;12;2200;3;1;1;1;46
201400003881;14;12;24;1415;5;2;5;7;46
201400003882;14;1;22;1500;1;2;2;3;46
201400003883;14;1;30;815;1;1;1;6;46
201400003884;14;2;21;1915;3;1;1;6;46
201400003885;14;4;22;630;2;2;2;6;46
201400003886;14;4;26;415;3;1;8;6;46
201400003887;14;6;20;800;1;2;7;6;46
201400003888;14;6;21;2200;3;1;1;6;46
201400003889;14;7;21;2245;3;1;1;6;46
201400003890;14;10;10;1100;1;1;2;6;46
201400003891;14;10;15;1230;1;1;1;6;46
201400003892;14;11;8;1700;1;2;7;6;46
201400003893;14;12;11;1915;3;1;2;6;46
201400003894;14;1;6;1415;1;1;1;7;46
201400003895;14;1;22;1500;1;1;3;3;46
201400003896;14;1;31;1800;1;2;1;6;46
201400003897;14;2;4;820;1;2;1;1;46
201400003898;14;3;9;945;1;2;1;6;46
201400003899;14;5;24;1445;1;1;1;6;46
201400003900;14;6;8;630;1;1;1;6;46
201400003901;14;6;13;1215;1;1;1;6;46
201400003902;14;6;15;1955;1;2;1;3;46
201400003903;14;7;16;1600;1;1;1;1;46
201400003904;14;7;27;1730;1;1;1;1;46
201400003905;14;7;26;815;2;1;5;1;46
201400003906;14;8;17;1815;1;1;1;2;46
201400003907;14;8;22;945;1;2;1;3;46
201400003908;14;9;6;1600;1;1;1;6;46
201400003909;14;12;15;1800;3;1;2;6;46
201400003910;14;12;18;1530;1;1;2;6;46
201400003911;14;2;12;1430;1;1;1;6;46
201400003912;14;3;9;815;1;2;1;6;46
201400003913;14;4;5;1900;1;1;7;1;46
201400003914;14;5;4;2030;1;1;1;6;46
201400003915;14;10;3;1445;1;1;1;2;46
201400003916;14;11;2;1230;1;1;1;1;46
201400003917;14;11;1;1545;1;1;7;3;46
201400003918;14;12;31;1345;1;2;7;3;46
201400003919;14;1;31;1830;2;2;8;6;46
201400003920;14;2;10;1730;2;1;3;5;46
201400003921;14;4;27;715;1;1;2;6;46
201400003922;14;6;30;1000;1;1;1;7;46
201400003923;14;9;28;345;3;1;1;6;46
201400003924;14;10;10;1615;1;1;1;5;46
201400003925;14;11;1;1715;1;2;1;1;46
201400003926;14;11;20;1600;1;1;1;6;46
201400003927;14;2;25;1800;1;1;8;6;46
201400003928;14;8;13;1230;1;1;1;1;46
201400003929;14;8;16;1530;1;1;1;6;46
201400003930;14;10;9;1015;1;1;8;6;46
201400003931;14;11;26;2030;3;1;2;7;46
201400003932;14;5;5;345;3;1;1;7;46
201400003933;14;7;14;1500;1;1;1;7;46
201400003934;14;12;9;1445;1;1;1;2;46
201400003935;14;12;22;1645;1;1;1;7;46
201400003936;14;4;4;2115;3;1;1;2;46
201400003937;14;5;11;330;3;1;3;7;46
201400003938;14;5;30;545;2;1;1;6;46
201400003939;14;7;23;930;1;1;1;1;46
201400003940;14;8;29;845;1;1;1;1;46
201400003941;14;9;16;830;1;1;1;3;46
201400003942;14;11;18;700;2;1;2;6;46
201400003943;14;2;27;2100;3;2;1;6;46
201400003944;14;3;12;1645;1;1;1;6;46
201400003945;14;5;22;930;1;1;1;1;46
201400003946;14;5;23;1200;1;2;2;1;46
201400003947;14;7;13;1545;1;2;2;6;46
201400003948;14;7;20;1745;1;1;2;1;46
201400003949;14;8;2;1800;1;1;1;1;46
201400003950;14;8;3;1845;1;1;1;6;46
201400003951;14;8;5;1030;1;1;1;6;46
201400003952;14;9;5;1900;1;1;1;1;46
201400003953;14;9;21;1830;1;1;1;6;46
201400003954;14;10;16;645;3;1;2;5;46
201400003955;14;10;18;1030;1;1;1;1;46
201400003956;14;11;2;1630;1;1;1;1;46
201400003957;14;11;20;1015;1;1;1;3;46
201400003958;14;12;14;100;5;2;1;6;46
201400003959;14;1;17;945;1;2;1;6;46
201400003960;14;4;25;1600;1;1;2;6;65
201400003961;14;5;19;1230;1;1;1;6;65
201400003962;14;7;29;2245;3;1;1;1;65
201400003963;14;8;23;1130;1;1;8;3;65
201400003964;14;9;17;830;1;1;1;3;65
201400003965;14;11;7;1630;1;1;1;3;65
201400003966;14;11;14;1900;5;2;3;6;65
201400003967;14;11;21;1900;2;1;2;1;65
201400003968;14;4;17;1330;1;1;1;2;65
201400003969;14;5;17;1230;1;1;1;5;65
201400003970;14;6;22;1400;1;1;1;1;65
201400003971;14;7;12;1530;1;1;1;7;65
201400003972;14;9;21;1100;2;2;1;6;65
201400003973;14;10;11;1330;1;2;1;6;65
201400003974;14;2;16;1715;2;1;2;1;65
201400003975;14;2;22;1900;1;1;1;6;65
201400003976;14;2;28;1400;1;1;3;3;65
201400003977;14;5;19;1445;1;1;1;1;65
201400003978;14;6;1;1815;1;1;1;1;65
201400003979;14;7;3;945;1;2;1;1;65
201400003980;14;7;16;1630;1;2;1;6;65
201400003981;14;7;30;1945;1;2;1;7;65
201400003982;14;8;16;930;1;1;5;1;65
201400003983;14;9;13;1845;1;1;7;3;65
201400003984;14;9;19;2230;3;1;1;6;65
201400003985;14;10;29;1330;1;1;1;6;65
201400003986;14;11;9;1930;3;1;2;1;65
201400003987;14;12;5;1430;1;1;1;3;65
201400003988;14;12;9;1600;1;1;1;3;65
201400003989;14;1;6;945;1;2;1;5;65
201400003990;14;1;22;2030;3;1;4;6;65
201400003991;14;1;28;1815;3;1;3;6;65
201400003992;14;3;14;1145;1;1;1;6;65
201400003993;14;9;7;1345;1;2;1;3;65
201400003994;14;9;11;1645;1;2;7;6;65
201400003995;14;11;18;945;1;1;2;6;65
201400003996;14;7;23;1615;1;1;1;6;65
201400003997;14;8;21;945;1;1;1;1;65
201400003998;14;10;4;1030;1;2;1;6;65
201400003999;14;10;30;1445;1;2;1;3;81
201400004000;14;12;17;1845;3;1;2;1;81
201400004001;14;1;24;1400;1;1;2;6;81
201400004002;14;1;28;1100;1;2;2;6;81
201400004003;14;2;5;1130;1;1;8;1;81
201400004004;14;3;17;1915;1;2;1;1;81
201400004005;14;5;30;1330;1;1;1;7;81
201400004006;14;6;1;1645;1;1;1;7;81
201400004007;14;6;4;1830;1;1;8;1;81
201400004008;14;6;1;1115;1;1;1;5;81
201400004009;14;8;30;1545;1;2;1;6;81
201400004010;14;8;19;1930;1;2;1;3;81
201400004011;14;9;13;1115;1;1;1;7;81
201400004012;14;11;14;15;3;1;2;6;81
201400004013;14;12;5;1845;3;1;8;1;81
201400004014;14;7;15;1830;1;1;1;1;81
201400004015;14;2;18;1715;1;2;1;3;81
201400004016;14;5;1;2215;5;2;2;6;81
201400004017;14;5;23;1800;1;1;1;1;81
201400004018;14;5;28;1130;1;1;2;1;81
201400004019;14;7;11;215;5;2;1;6;81
201400004020;14;7;19;1530;1;1;1;5;81
201400004021;14;10;9;1215;1;1;8;5;81
201400004022;14;11;25;1345;1;1;1;6;81
201400004023;14;4;8;1615;1;1;1;6;81
201400004024;14;10;27;1130;1;1;1;6;81
201400004025;14;3;24;1915;1;1;2;6;81
201400004026;14;2;14;1830;2;1;1;6;81
201400004027;14;11;12;1645;1;2;1;6;81
201400004028;14;2;11;800;2;1;2;6;81
201400004029;14;4;4;1945;1;2;1;7;81
201400004030;14;12;29;1700;1;1;8;6;81
201400004031;14;5;22;1315;1;1;1;6;81
201400004032;14;6;14;1130;1;1;1;1;81
201400004033;14;8;27;1915;1;1;1;7;81
201400004034;14;11;30;1145;1;1;1;7;81
201400004035;14;1;21;1100;1;1;1;6;81
201400004036;14;2;8;1800;5;2;3;6;81
201400004037;14;8;27;1430;1;1;1;1;81
201400004038;14;1;16;1;5;2;1;6;81
201400004039;14;1;29;1415;1;1;1;3;81
201400004040;14;8;16;1030;1;2;1;6;81
201400004041;14;9;17;1200;1;1;1;1;81
201400004042;14;2;7;1345;1;2;1;3;81
201400004043;14;3;6;1830;2;2;1;4;81
201400004044;14;5;3;400;5;2;2;6;81
201400004045;14;6;29;430;3;2;8;6;81
201400004046;14;10;7;1800;1;2;1;2;81
201400004047;14;10;31;2230;1;1;1;6;81
201400004048;14;12;8;1830;3;1;3;1;81
201400004049;14;10;30;1700;1;2;1;3;81
201400004050;14;1;16;1030;1;2;2;1;81
201400004051;14;5;20;615;2;1;2;6;81
201400004052;14;5;23;1800;1;1;1;1;81
201400004053;14;6;27;1736;1;1;1;4;81
201400004054;14;4;19;1830;1;2;1;5;81
201400004055;14;8;16;330;3;1;1;7;81
201400004056;14;11;1;1650;1;1;7;6;81
201400004057;14;11;8;1530;1;1;1;3;81
201400004058;14;11;15;1715;2;1;8;3;81
201400004059;14;2;25;900;1;2;1;6;81
201400004060;14;6;17;1430;1;1;1;3;81
201400004061;14;11;12;730;2;2;1;7;81
201400004062;14;2;17;1130;1;1;1;1;81
201400004063;14;5;21;1000;1;1;6;1;81
201400004064;14;2;13;515;3;1;1;6;81
201400004065;14;4;19;2015;3;1;1;6;81
201400004066;14;7;11;1600;1;1;8;6;81
201400004067;14;7;12;2145;2;1;2;1;81
201400004068;14;12;19;15;3;1;5;6;81
201400004069;14;1;28;800;2;2;2;6;69
201400004070;14;2;6;1445;1;2;1;4;69
201400004071;14;6;9;2045;1;2;1;7;69
201400004072;14;10;28;1000;1;2;7;3;69
201400004073;14;12;19;1130;1;1;8;2;69
201400004074;14;12;29;815;1;2;1;6;69
201400004075;14;7;31;1230;1;1;1;3;69
201400004076;14;7;31;1430;1;1;1;6;20
201400004077;14;1;19;1430;1;1;1;6;20
201400004078;14;3;27;1500;1;1;1;2;20
201400004079;14;4;4;1515;1;1;2;1;20
201400004080;14;6;23;645;1;1;2;3;20
201400004081;14;7;27;1745;1;2;1;3;20
201400004082;14;8;16;330;5;2;1;6;20
201400004083;14;9;9;1020;1;1;1;2;20
201400004084;14;9;22;1700;1;1;1;3;20
201400004085;14;9;27;1245;1;2;1;3;20
201400004086;14;11;7;345;3;1;1;6;20
201400004087;14;11;7;1115;1;1;2;3;20
201400004088;14;11;12;1715;1;1;1;5;20
201400004089;14;11;17;1645;1;1;1;1;20
201400004090;14;11;19;1515;1;1;1;1;20
201400004091;14;12;18;1800;5;2;2;6;20
201400004092;14;9;27;1430;1;1;1;6;81
201400004093;14;10;5;1715;1;1;1;6;81
201400004094;14;11;10;1600;1;1;7;6;81
201400004095;14;1;23;845;1;1;2;3;81
201400004096;14;3;22;1645;1;1;2;2;81
201400004097;14;5;23;1245;1;1;1;7;81
201400004098;14;6;14;1015;1;1;1;4;81
201400004099;14;6;14;1915;1;1;1;6;81
201400004100;14;9;27;1645;1;1;1;6;81
201400004101;14;12;14;530;3;1;1;6;81
201400004102;14;12;18;900;1;1;1;1;81
201400004103;14;12;23;2200;5;1;5;6;81
201400004104;14;1;9;1515;1;1;1;1;81
201400004105;14;2;4;755;2;2;1;3;81
201400004106;14;2;16;545;3;1;2;6;81
201400004107;14;2;18;1745;1;2;1;6;81
201400004108;14;3;25;715;2;1;8;6;81
201400004110;14;4;27;1345;1;1;2;5;81
201400004111;14;4;27;2045;3;1;1;6;81
201400004112;14;5;19;815;1;2;1;6;81
201400004113;14;6;16;2015;1;2;1;2;81
201400004114;14;6;18;1645;1;1;1;5;81
201400004115;14;7;27;1930;1;2;1;6;81
201400004116;14;8;23;1100;1;2;1;3;81
201400004117;14;9;27;300;3;1;1;6;81
201400004118;14;10;1;1745;1;1;1;3;82
201400004119;14;10;23;1015;1;2;1;3;82
201400004120;14;10;25;745;2;1;1;6;82
201400004121;14;10;30;1920;3;1;1;3;82
201400004122;14;11;17;1900;3;1;2;6;82
201400004123;14;12;11;2300;3;1;5;6;82
201400004124;14;3;1;1845;1;2;1;1;82
201400004125;14;2;28;1015;1;2;1;6;82
201400004126;14;4;11;2230;5;1;1;1;82
201400004127;14;5;20;1430;1;2;1;6;82
201400004128;14;7;21;1715;1;2;9;6;82
201400004129;14;9;8;730;1;2;1;6;82
201400004130;14;10;31;2045;5;2;1;1;82
201400004131;14;9;27;1430;1;1;1;2;82
201400004132;14;10;11;645;5;2;1;1;82
201400004133;14;11;1;1000;1;2;1;2;82
201400004134;14;11;20;1900;5;2;1;6;82
201400004135;14;12;8;1350;1;2;2;3;82
201400004136;14;12;19;815;2;1;8;3;82
201400004137;14;1;15;2030;5;2;2;6;82
201400004138;14;4;9;16;5;2;1;6;82
201400004139;14;1;29;1010;1;2;2;6;82
201400004140;14;1;30;1135;1;2;1;3;82
201400004141;14;2;8;1;5;2;8;3;82
201400004142;14;1;28;2030;3;2;8;3;82
201400004143;14;3;24;830;1;2;1;6;82
201400004144;14;4;4;1350;1;2;1;3;82
201400004147;14;7;24;1720;1;2;3;6;82
201400004149;14;9;4;1722;1;2;1;1;82
201400004150;14;1;12;1345;1;1;1;3;82
201400004151;14;4;23;1515;1;1;1;3;82
201400004152;14;7;25;1500;1;1;3;1;82
201400004153;14;7;26;1830;1;1;1;3;82
201400004154;14;8;9;2315;5;1;1;6;82
201400004155;14;9;15;1100;1;1;1;6;82
201400004156;14;2;12;1645;1;2;1;3;82
201400004157;14;3;25;500;3;1;1;6;82
201400004158;14;4;19;1200;1;1;1;7;82
201400004159;14;5;25;2130;3;1;3;6;82
201400004160;14;7;20;405;3;1;2;6;82
201400004161;14;7;31;1715;1;1;1;3;82
201400004162;14;11;5;1430;1;2;7;6;82
201400004163;14;11;10;1445;1;2;1;3;82
201400004164;14;12;19;2030;3;1;2;3;82
201400004165;14;1;14;645;2;1;2;6;82
201400004166;14;1;25;1130;1;1;2;7;82
201400004167;14;4;11;1330;1;1;1;3;82
201400004168;14;8;9;1130;1;2;1;1;82
201400004169;14;1;20;1200;1;1;2;6;82
201400004170;14;2;8;1245;1;1;7;1;82
201400004171;14;3;19;1315;1;1;1;6;82
201400004172;14;4;5;1745;1;1;7;3;82
201400004173;14;8;22;152;5;1;1;1;82
201400004174;14;9;21;2100;4;1;1;7;82
201400004175;14;12;27;2015;3;1;3;5;82
201400004176;14;1;7;1115;1;1;1;2;82
201400004177;14;2;14;1430;1;2;1;5;82
201400004178;14;2;23;1800;2;1;7;7;82
201400004179;14;3;6;1300;1;1;1;6;82
201400004180;14;3;2;1430;1;1;1;7;82
201400004181;14;3;17;1130;1;1;1;1;82
201400004182;14;4;6;2200;3;1;1;6;82
201400004183;14;4;6;915;1;2;1;6;82
201400004184;14;4;20;1615;1;1;2;7;82
201400004185;14;5;9;1845;1;1;1;7;82
201400004186;14;5;20;1700;1;1;1;2;82
201400004187;14;6;6;1030;1;1;1;6;82
201400004188;14;6;7;1930;1;1;1;6;82
201400004189;14;7;11;1500;1;2;1;6;82
201400004190;14;7;29;1630;1;2;1;1;82
201400004191;14;8;7;1800;1;2;1;6;82
201400004192;14;8;15;1545;1;1;1;1;82
201400004193;14;9;19;1930;2;1;1;1;82
201400004194;14;9;21;1645;1;1;1;3;82
201400004195;14;9;29;645;2;1;9;1;82
201400004196;14;10;10;1330;1;1;1;6;82
201400004197;14;10;16;745;1;1;1;6;82
201400004198;14;11;2;1500;1;1;1;7;82
201400004199;14;12;19;945;1;1;1;1;82
201400004200;14;12;9;945;1;1;1;6;82
201400004201;14;12;29;615;3;1;1;6;82
201400004202;14;9;6;1315;1;1;1;1;82
201400004203;14;2;20;1530;1;1;1;6;82
201400004204;14;3;3;1830;3;1;4;6;82
201400004205;14;3;11;1930;2;2;1;6;82
201400004206;14;4;2;1845;1;1;1;6;82
201400004207;14;5;3;1745;1;1;1;1;82
201400004208;14;5;22;715;1;1;1;2;82
201400004209;14;7;8;2200;5;2;1;6;82
201400004210;14;8;8;1815;1;1;1;3;82
201400004211;14;8;26;1430;1;1;1;1;82
201400004212;14;9;24;845;1;1;1;6;82
201400004213;14;10;5;1045;1;2;1;1;82
201400004214;14;10;24;1800;1;1;1;7;82
201400004215;14;12;24;330;3;1;5;6;82
201400004216;14;1;16;915;1;1;1;6;82
201400004217;14;2;10;1415;1;1;2;7;82
201400004218;14;3;25;1030;1;1;2;6;69
201400004219;14;4;21;1530;1;1;7;7;69
201400004220;14;5;9;1745;1;1;8;7;69
201400004221;14;9;29;930;1;1;1;6;69
201400004222;14;1;2;1600;1;2;1;6;69
201400004223;14;1;20;900;1;1;2;3;69
201400004224;14;1;21;930;1;2;1;7;69
201400004225;14;5;18;1745;1;1;1;6;69
201400004226;14;6;29;1115;1;1;1;7;69
201400004227;14;6;30;1500;1;1;1;6;69
201400004228;14;8;25;1500;1;1;1;3;69
201400004229;14;1;31;745;5;1;1;6;69
201400004230;14;2;20;1930;3;1;1;1;69
201400004231;14;3;9;600;3;1;1;6;69
201400004232;14;3;11;1330;1;1;1;7;69
201400004233;14;8;4;945;1;1;3;6;69
201400004234;14;8;13;1430;1;1;1;7;69
201400004235;14;8;21;1830;1;1;1;3;69
201400004236;14;9;27;145;5;2;1;7;69
201400004237;14;11;1;545;2;1;5;7;69
201400004238;14;12;20;2330;3;1;1;6;69
201400004239;14;1;30;1000;1;1;1;1;69
201400004240;14;3;29;1415;1;1;1;6;69
201400004241;14;6;6;1545;1;1;1;7;69
201400004242;14;6;14;815;1;1;1;3;69
201400004243;14;6;28;1900;1;1;2;6;69
201400004244;14;7;13;1500;1;1;2;6;69
201400004245;14;7;20;745;1;1;1;7;69
201400004246;14;8;12;1900;1;1;1;6;69
201400004247;14;9;7;1400;1;1;1;6;69
201400004248;14;4;19;1115;1;2;1;3;69
201400004249;14;5;26;1130;1;2;2;3;69
201400004250;14;6;15;1830;1;1;1;7;69
201400004251;14;6;21;130;3;2;1;6;69
201400004252;14;9;13;615;3;1;1;6;69
201400004253;14;9;28;1730;1;1;8;7;69
201400004254;14;10;11;1745;1;2;1;3;69
201400004255;14;11;1;1830;3;1;1;5;69
201400004256;14;11;2;1030;1;1;1;3;69
201400004257;14;10;8;1830;2;2;1;7;69
201400004258;14;11;27;1830;3;1;1;3;69
201400004259;14;11;29;100;3;1;1;6;69
201400004260;14;11;29;1730;2;1;3;1;69
