Num_Acc;an;mois;jour;hrmn;lum;agg;atm;col;dep
201400015417;14;8;26;1720;1;2;1;2;86
201400015418;14;8;27;1740;1;2;1;6;86
201400015420;14;8;24;350;5;2;1;2;29
201400015421;14;6;10;1415;1;2;1;3;29
201400015422;14;8;28;1311;1;2;1;1;29
201400015424;14;8;27;1945;1;2;1;6;41
201400015425;14;7;31;930;1;2;1;1;41
201400015426;14;9;4;1530;1;2;1;2;41
201400015427;14;8;23;1700;1;2;1;6;41
201400015429;14;9;4;1150;1;2;1;1;41
201400015430;14;9;12;1350;1;2;1;2;41
201400015434;14;4;2;1600;1;2;1;3;41
201400015435;14;9;17;2135;5;2;3;4;41
201400015437;14;9;4;1700;1;2;1;6;41
201400015438;14;9;14;1550;1;2;1;3;41
201400015439;14;9;13;1530;1;2;1;6;41
201400015440;14;9;15;750;1;2;2;2;41
201400015442;14;9;4;1530;1;2;1;7;41
201400015443;14;9;8;1040;1;2;1;2;41
201400015444;14;9;18;1631;1;2;1;6;41
201400015446;14;9;21;700;2;2;1;7;41
201400015447;14;9;22;1145;1;2;1;6;41
201400015448;14;9;9;1030;1;2;1;6;41
201400015449;14;9;11;1315;1;2;1;6;41
201400015451;14;6;8;145;5;2;1;6;41
201400015452;14;9;6;2152;1;2;1;6;41
201400015453;14;9;7;2200;5;2;1;2;41
201400015454;14;9;8;915;1;2;1;7;41
201400015455;14;9;11;1935;1;2;1;3;41
201400015456;14;9;4;530;5;2;1;6;41
201400015457;14;9;1;1745;1;2;1;1;41
201400015458;14;9;1;650;1;2;1;6;41
201400015459;14;9;15;1100;1;2;1;6;41
201400015460;14;9;5;1015;1;2;1;7;41
201400015462;14;8;29;1730;1;2;1;2;41
201400015464;14;9;12;800;1;2;1;1;41
201400015466;14;7;21;2040;1;2;1;2;41
201400015467;14;9;2;1400;1;2;1;6;41
201400015468;14;9;8;1200;1;2;1;6;41
201400015469;14;8;18;1510;1;2;1;7;41
201400015470;14;9;17;600;5;2;1;1;41
201400015471;14;9;22;1655;1;2;1;6;41
201400015472;14;9;16;630;1;2;1;6;41
201400015474;14;9;8;1445;1;2;1;2;41
201400015475;14;9;9;2000;2;2;1;6;41
201400015477;14;9;13;1345;1;2;1;3;41
201400015479;14;9;18;1250;1;2;1;6;41
201400015482;14;9;9;1720;1;2;1;6;41
201400015483;14;9;12;900;1;2;1;3;41
201400015484;14;9;19;1530;1;2;1;6;47
201400015485;14;9;9;710;1;2;1;2;47
201400015486;14;9;9;1015;1;2;1;4;47
201400015487;14;9;9;1430;1;2;1;6;47
201400015488;14;9;20;1820;1;2;1;6;47
201400015489;14;9;16;1630;1;2;1;1;47
201400015490;14;9;19;800;1;2;1;4;47
201400015491;14;2;28;515;3;2;8;7;47
201400015492;14;8;1;930;1;2;1;7;47
201400015493;14;9;4;1900;1;2;1;7;47
201400015495;14;9;16;1610;1;2;1;6;47
201400015496;14;9;18;1055;1;2;1;2;47
201400015497;14;9;18;1330;1;2;1;7;47
201400015498;14;9;29;1700;1;2;8;6;47
201400015499;14;9;29;1830;1;2;1;7;47
201400015500;14;8;19;1920;1;2;1;6;47
201400015501;14;9;13;1110;1;2;1;6;47
201400015502;14;9;30;1630;1;2;3;6;47
201400015503;14;9;17;1535;1;2;1;1;47
201400015504;14;9;23;2120;5;2;2;7;47
201400015505;14;9;18;2000;3;2;1;6;47
201400015506;14;9;19;715;1;2;8;6;47
201400015508;14;9;22;1730;1;1;1;6;47
201400015509;14;9;11;1730;1;2;1;6;47
201400015511;14;9;20;1345;1;2;1;6;47
201400015513;14;9;3;1110;1;1;1;1;47
201400015514;14;9;11;1425;1;2;1;6;47
201400015515;14;9;17;1825;1;2;1;6;47
201400015516;14;8;24;1340;1;2;1;6;47
201400015517;14;8;24;1850;1;2;1;6;47
201400015519;14;9;21;1445;1;2;1;6;47
201400015520;14;8;25;1900;1;2;1;6;46
201400015521;14;9;22;1954;2;2;1;6;12
201400015523;14;6;22;1;5;2;1;6;12
201400015524;14;10;1;2020;5;2;1;6;12
201400015526;14;10;4;248;5;2;1;6;12
201400015528;14;9;8;1555;1;2;1;7;12
201400015529;14;8;21;2300;5;2;1;6;12
201400015530;14;9;20;930;1;2;1;2;12
201400015532;14;9;23;2020;5;2;1;6;12
201400015533;14;9;11;905;1;2;1;6;12
201400015535;14;9;24;1130;1;2;1;7;12
201400015537;14;9;26;740;1;2;1;6;12
201400015539;14;8;29;1015;1;2;1;2;12
201400015540;14;9;22;1010;1;2;1;6;12
201400015541;14;10;7;30;5;2;1;7;12
201400015542;14;9;22;1450;1;2;1;6;12
201400015544;14;9;30;740;1;2;2;6;49
201400015545;14;9;6;1500;1;2;1;6;49
201400015546;14;9;21;25;5;2;1;7;49
201400015547;14;9;21;40;5;2;1;6;49
201400015548;14;8;12;2310;5;2;1;6;49
201400015549;14;9;10;1025;1;2;1;6;49
201400015550;14;9;13;1130;1;2;1;6;49
201400015551;14;9;26;1730;1;2;1;6;49
201400015552;14;9;27;1400;1;2;1;6;49
201400015553;14;9;27;1930;3;2;1;2;49
201400015554;14;10;5;130;5;2;1;6;49
201400015555;14;10;5;2215;5;2;1;7;49
201400015556;14;9;14;1020;1;2;1;6;49
201400015557;14;9;27;1405;1;2;1;6;49
201400015558;14;8;27;1705;1;2;1;6;49
201400015559;14;10;3;2230;5;2;1;6;49
201400015560;14;10;4;540;5;2;1;6;49
201400015562;14;9;24;1900;1;2;1;6;49
201400015563;14;9;27;1540;1;2;1;4;49
201400015564;14;9;27;2145;5;2;1;3;49
201400015565;14;9;30;2010;5;2;2;3;49
201400015566;14;10;1;1500;1;2;1;6;49
201400015567;14;10;1;1800;1;2;1;6;49
201400015568;14;10;2;710;1;2;1;6;49
201400015569;14;10;9;2130;5;2;1;3;49
201400015570;14;10;9;2100;5;2;1;6;49
201400015571;14;10;11;1;5;2;1;2;49
201400015573;14;4;5;550;2;2;1;3;49
201400015574;14;9;2;1040;1;2;1;3;49
201400015575;14;9;11;1630;1;2;1;6;49
201400015576;14;9;29;1740;1;2;1;6;49
201400015577;14;10;2;2030;5;2;1;1;49
201400015579;14;9;30;1550;1;2;2;6;49
201400015581;14;10;1;1025;1;2;1;7;49
201400015582;14;8;27;1800;1;2;1;6;49
201400015583;14;9;25;1115;1;2;2;6;49
201400015585;14;9;13;1115;1;2;1;6;55
201400015586;14;10;3;1215;1;2;1;6;55
201400015587;14;10;3;905;1;2;1;7;55
201400015588;14;8;25;1745;1;2;1;6;55
201400015589;14;10;1;1350;1;2;1;7;61
201400015590;14;8;16;1150;1;2;1;3;61
201400015591;14;9;24;1000;1;2;1;6;61
201400015592;14;9;29;1220;1;1;1;6;61
201400015593;14;10;1;1310;1;2;1;4;61
201400015594;14;10;2;815;1;2;1;6;61
201400015595;14;10;7;1000;1;2;2;7;61
201400015596;14;7;24;2340;5;2;1;7;61
201400015598;14;9;19;1610;1;2;1;6;61
201400015599;14;10;1;1145;1;2;1;6;61
201400015600;14;10;10;1230;1;2;1;6;61
201400015601;14;9;25;2105;5;2;1;6;61
201400015602;14;9;13;1215;1;2;1;2;61
201400015603;14;10;4;1240;1;2;1;6;61
201400015604;14;9;6;1905;1;2;1;2;61
201400015606;14;6;11;2215;5;2;1;6;61
201400015608;14;7;25;1530;1;2;1;6;61
201400015610;14;10;5;2230;5;2;1;3;61
201400015611;14;10;6;945;1;2;1;6;61
201400015613;14;10;5;1650;1;2;1;6;61
201400015615;14;9;28;2340;5;2;1;6;61
201400015616;14;9;29;1000;1;2;1;6;61
201400015617;14;10;1;730;2;2;1;6;61
201400015618;14;10;6;830;1;2;1;2;61
201400015619;14;10;3;2345;5;2;1;6;61
201400015621;14;8;25;1710;1;2;1;6;61
201400015622;14;10;2;1145;1;2;1;1;61
201400015623;14;10;8;1500;1;2;1;6;61
201400015624;14;10;9;1630;1;2;1;6;61
201400015625;14;10;10;1050;1;2;1;6;61
201400015626;14;10;12;125;5;2;1;6;76
201400015627;14;10;7;1530;1;2;1;3;76
201400015629;14;10;7;1400;1;2;1;3;76
201400015631;14;10;4;1345;1;2;1;7;76
201400015632;14;10;9;2300;5;2;1;6;76
201400015635;14;10;7;2115;5;2;1;7;76
201400015636;14;10;3;1030;1;2;1;6;76
201400015637;14;10;6;1725;1;2;1;6;76
201400015638;14;10;2;1250;1;2;1;6;76
201400015639;14;8;30;1740;1;2;1;1;76
201400015640;14;10;13;1845;1;2;1;6;76
201400015642;14;10;19;2020;2;2;1;6;76
201400015643;14;10;6;1230;1;2;1;2;76
201400015644;14;9;25;1920;2;2;1;6;76
201400015645;14;10;19;1900;2;2;1;6;76
201400015646;14;10;13;1330;1;2;1;6;76
201400015647;14;10;13;1115;1;2;1;6;76
201400015649;14;9;23;1210;1;2;1;6;63
201400015650;14;10;14;1050;1;2;1;6;63
201400015651;14;8;27;1230;1;2;1;6;63
201400015652;14;10;22;50;5;2;1;7;63
201400015655;14;10;2;1620;1;2;1;6;63
201400015656;14;10;8;1050;1;2;1;7;63
201400015657;14;10;11;1600;1;2;1;6;63
201400015659;14;10;17;2245;5;2;1;1;63
201400015662;14;10;1;2030;5;2;1;6;63
201400015663;14;9;26;745;1;2;1;2;63
201400015665;14;9;17;1000;1;2;1;6;63
201400015666;14;10;11;1825;1;2;1;6;63
201400015667;14;10;13;1935;5;2;1;3;63
201400015668;14;8;30;1040;1;2;1;6;63
201400015669;14;9;25;2140;5;2;1;6;63
201400015670;14;10;10;1900;5;2;1;7;63
201400015671;14;10;15;1525;1;2;1;6;63
201400015672;14;8;5;1700;1;2;1;2;63
201400015674;14;10;27;555;5;2;1;6;63
201400015675;14;10;26;120;5;2;1;6;63
201400015677;14;10;28;915;1;2;1;6;63
201400015678;14;9;29;1420;1;2;1;7;63
201400015679;14;9;18;800;1;2;1;3;63
201400015680;14;10;9;1345;2;2;1;6;63
201400015681;14;10;4;155;5;2;1;6;63
201400015682;14;10;5;1900;5;2;1;6;63
201400015683;14;10;17;1;5;2;1;2;63
201400015684;14;10;6;800;1;2;1;2;63
201400015685;14;10;16;900;1;2;1;2;63
201400015686;14;10;8;1310;1;1;1;2;63
201400015687;14;10;11;1645;1;2;1;6;63
201400015688;14;10;29;700;5;2;1;3;63
201400015689;14;10;29;615;5;2;1;3;89
201400015691;14;7;27;1410;1;2;1;6;89
201400015692;14;7;23;1930;1;2;1;7;89
201400015693;14;10;16;830;1;2;1;3;89
201400015694;14;10;16;1530;1;2;1;6;89
201400015695;14;8;7;1400;1;2;1;6;89
201400015696;14;9;27;1830;1;2;1;1;89
201400015697;14;10;16;1400;1;2;1;6;89
201400015698;14;10;20;1531;1;2;1;6;89
201400015699;14;7;2;1840;1;2;1;6;89
201400015700;14;7;2;2015;1;2;1;6;89
201400015701;14;9;21;1350;1;2;1;4;89
201400015702;14;10;16;1455;1;2;1;2;89
201400015703;14;10;18;1800;1;2;1;6;89
201400015704;14;10;15;920;1;2;1;6;89
201400015705;14;10;25;2015;5;2;1;3;89
201400015706;14;9;14;915;1;2;1;2;89
201400015707;14;10;2;1215;1;2;1;6;89
201400015708;14;10;15;830;1;2;1;6;89
201400015709;14;10;17;1655;1;2;1;3;89
201400015710;14;10;17;2235;5;2;1;6;89
201400015711;14;11;3;725;1;2;2;6;89
201400015713;14;9;3;1610;1;2;1;2;89
201400015714;14;10;20;925;1;2;1;2;89
201400015715;14;10;13;1435;1;2;1;6;89
201400015716;14;10;13;1730;1;2;1;1;89
201400015718;14;10;18;1545;1;2;1;3;89
201400015719;14;8;5;1015;1;2;1;3;89
201400015720;14;11;3;1610;1;2;1;1;89
201400015721;14;10;4;1705;1;2;1;6;89
201400015722;14;10;24;1700;1;2;1;6;89
201400015723;14;10;27;1500;1;2;1;6;89
201400015724;14;10;30;610;5;2;1;6;71
201400015726;14;10;19;1930;5;2;1;6;71
201400015728;14;10;21;2220;5;2;1;6;71
201400015730;14;10;26;205;5;2;1;6;71
201400015732;14;10;20;1845;2;2;8;6;71
201400015733;14;10;26;1530;1;2;1;6;71
201400015734;14;10;25;620;5;2;1;6;71
201400015735;14;10;25;1950;1;2;1;1;71
201400015736;14;10;24;1600;1;2;1;6;71
201400015739;14;10;24;2100;5;2;1;6;71
201400015740;14;10;25;2330;5;2;2;6;71
201400015741;14;10;7;1240;1;2;1;6;71
201400015742;14;10;20;2030;5;2;1;1;71
201400015743;14;10;15;640;5;2;1;6;71
201400015745;14;10;17;920;1;2;1;6;71
201400015748;14;10;23;1400;1;2;1;6;71
201400015749;14;10;22;1930;5;2;6;6;71
201400015750;14;10;26;1150;1;2;1;1;71
201400015751;14;10;25;1410;1;2;1;2;71
201400015752;14;10;25;1730;1;2;1;6;71
201400015756;14;9;4;1945;1;2;1;6;71
201400015757;14;10;16;1030;1;2;1;6;71
201400015758;14;11;4;1730;2;2;3;6;71
201400015759;14;11;6;1000;1;2;1;2;64
201400015760;14;11;2;2335;5;2;1;6;64
201400015762;14;10;28;1930;5;2;1;6;64
201400015763;14;10;20;1730;1;2;1;6;64
201400015764;14;10;30;1345;1;2;1;6;64
201400015765;14;9;22;2315;5;2;1;6;71
201400015766;14;10;14;1250;1;2;1;6;71
201400015767;14;10;22;1115;1;2;1;6;81
201400015769;14;11;7;1230;1;2;1;6;81
201400015770;14;9;30;930;1;2;1;6;81
201400015771;14;10;30;1715;1;2;1;6;81
201400015772;14;7;5;100;5;2;1;6;81
201400015773;14;11;9;1430;1;2;2;6;81
201400015774;14;9;30;2015;2;2;1;6;81
201400015775;14;10;25;930;1;2;1;6;81
201400015776;14;11;1;2130;5;2;1;7;81
201400015778;14;11;1;1425;1;2;1;7;69
201400015779;14;10;13;1610;1;2;1;6;69
201400015781;14;10;26;1910;5;2;1;6;33
201400015784;14;11;3;550;5;2;2;3;33
201400015786;14;11;1;1920;5;2;1;6;33
201400015787;14;10;28;1215;1;2;1;6;33
201400015789;14;9;1;1030;1;2;1;6;33
201400015790;14;9;18;1030;1;2;1;3;33
201400015791;14;10;6;715;1;2;1;6;33
201400015792;14;9;25;1010;1;2;1;6;33
201400015793;14;10;29;1130;1;2;1;6;33
201400015794;14;10;15;1330;1;2;1;4;33
201400015795;14;10;5;1850;5;2;1;6;33
201400015796;14;9;20;740;1;2;8;3;65
201400015797;14;10;30;1510;1;2;1;3;65
201400015798;14;10;28;1545;1;2;1;2;65
201400015799;14;9;25;1005;1;2;1;6;65
201400015800;14;10;29;1630;1;2;1;2;65
201400015801;14;10;20;1445;1;2;1;6;65
201400015802;14;10;30;815;1;2;7;6;65
201400015803;14;10;28;630;5;2;1;6;65
201400015804;14;10;29;2020;5;2;1;6;65
201400015805;14;10;30;1725;1;2;1;1;65
201400015809;14;11;7;830;1;2;1;6;41
201400015810;14;7;28;2230;5;2;1;3;41
201400015813;14;11;8;1330;1;2;1;6;82
201400015814;14;11;3;1200;1;2;1;6;82
201400015815;14;11;6;1210;1;2;1;6;82
201400015816;14;11;5;1115;1;2;1;6;82
201400015818;14;11;2;1415;1;2;1;6;82
201400015819;14;10;4;1515;1;2;1;2;80
201400015820;14;10;19;1040;1;2;1;7;80
201400015821;14;11;3;1810;4;2;1;6;80
201400015822;14;10;30;2220;5;2;1;6;80
201400015825;14;10;24;920;1;2;1;1;80
201400015826;14;10;10;1530;1;2;1;2;80
201400015827;14;10;28;1430;1;2;1;3;80
201400015828;14;11;8;1800;5;2;1;4;80
201400015830;14;9;12;1146;1;2;1;3;80
201400015831;14;11;3;1030;1;2;1;6;80
201400015832;14;9;16;1245;1;2;1;6;80
201400015833;14;11;2;1615;1;2;1;6;80
201400015834;14;11;5;2120;5;2;1;6;80
201400015835;14;11;4;820;1;2;1;6;80
201400015838;14;11;6;1815;2;2;1;6;80
201400015839;14;11;7;1430;1;2;1;6;80
201400015840;14;10;3;1200;1;2;1;4;80
201400015841;14;11;11;915;1;2;3;6;80
201400015844;14;10;3;1820;1;2;1;6;80
201400015845;14;11;12;610;5;2;2;7;80
201400015847;14;11;8;2030;5;2;1;6;80
201400015848;14;11;2;1230;1;2;1;5;80
201400015849;14;11;8;10;5;2;1;7;80
201400015850;14;9;7;1400;1;2;1;2;80
201400015851;14;11;5;1745;2;2;1;4;80
201400015852;14;11;12;1240;1;2;2;6;80
201400015854;14;11;11;1950;4;2;1;6;80
201400015855;14;10;31;1940;5;2;1;6;80
201400015856;14;10;22;1545;1;2;6;1;80
201400015858;14;11;6;1230;1;2;1;6;80
201400015863;14;11;9;1130;1;2;1;1;80
201400015864;14;10;19;1220;1;1;1;6;80
201400015865;14;10;30;1200;1;2;1;2;80
201400015866;14;11;13;145;5;2;1;6;80
201400015867;14;11;13;1730;2;2;1;6;80
201400015869;14;11;2;130;5;2;1;6;80
201400015871;14;11;1;1000;1;2;1;6;80
201400015872;14;11;14;700;1;1;1;6;80
201400015874;14;11;3;1530;1;2;1;6;80
201400015876;14;11;19;1750;2;2;1;3;80
201400015877;14;11;12;1535;1;2;1;6;80
201400015878;14;11;21;610;5;2;1;6;80
201400015881;14;10;13;750;1;2;1;2;80
201400015883;14;11;14;2300;5;2;2;6;80
201400015884;14;11;16;1920;5;2;1;6;80
201400015885;14;11;12;800;1;1;3;1;80
201400015886;14;11;16;1315;1;2;1;6;80
201400015887;14;11;16;1950;5;2;1;6;80
201400015888;14;11;2;1015;1;2;1;6;80
201400015889;14;10;2;2200;5;2;1;6;80
201400015890;14;11;3;820;1;2;3;1;80
201400015891;14;11;14;1815;5;2;2;1;80
201400015892;14;11;10;1530;1;2;1;6;80
201400015893;14;11;8;1810;5;2;1;6;80
201400015894;14;11;13;1540;1;2;1;4;80
201400015896;14;11;13;1630;1;2;1;7;80
201400015897;14;11;6;1530;1;2;1;4;80
201400015899;14;11;8;950;1;2;1;2;80
201400015900;14;11;8;1044;1;2;1;6;80
201400015901;14;11;15;330;5;2;2;6;80
201400015902;14;11;15;1240;1;2;3;6;80
201400015904;14;11;17;830;1;2;2;6;80
201400015906;14;11;26;1010;1;2;1;6;80
201400015908;14;11;6;1715;1;2;1;6;80
201400015909;14;10;21;1200;1;2;1;6;80
201400015911;14;11;19;1800;5;2;1;1;80
201400015912;14;11;12;1225;1;2;1;2;80
201400015913;14;11;12;845;1;2;3;3;80
201400015915;14;11;18;2000;5;2;1;4;80
201400015916;14;11;18;2118;5;2;1;6;80
201400015917;14;11;1;700;5;2;1;1;80
201400015918;14;11;18;820;1;2;1;6;80
201400015919;14;11;23;1330;1;2;1;6;80
201400015921;14;10;30;1815;3;2;1;6;80
201400015922;14;11;13;1500;1;2;1;6;80
201400015923;14;11;4;1930;3;1;3;4;80
201400015924;14;11;6;1040;1;2;1;6;80
201400015926;14;11;5;500;5;2;1;1;80
201400015927;14;11;19;1100;1;2;1;6;80
201400015928;14;11;21;615;5;2;1;6;80
201400015929;14;11;18;2115;5;2;1;6;80
201400015930;14;11;24;1225;1;2;1;6;80
201400015931;14;10;25;1415;1;2;1;1;80
201400015932;14;11;10;1610;1;2;1;6;80
201400015933;14;11;14;1130;1;2;1;6;80
201400015935;14;11;6;1500;1;2;1;6;80
201400015936;14;11;17;1315;1;2;1;6;80
201400015937;14;11;19;10;5;2;1;6;80
201400015939;14;11;24;1430;1;2;1;6;80
201400015941;14;11;24;1130;1;2;1;6;80
201400015942;14;11;20;750;1;2;1;2;80
201400015943;14;11;24;1810;5;2;1;6;80
201400015944;14;12;3;1550;1;2;1;6;80
201400015945;14;10;15;1640;1;2;1;6;80
201400015946;14;11;13;1110;1;2;1;6;80
201400015947;14;11;13;750;1;2;1;6;80
201400015948;14;11;19;1250;1;2;1;6;80
201400015949;14;11;14;1240;1;2;1;6;80
201400015950;14;11;4;900;1;2;2;6;80
201400015952;14;11;24;1230;1;2;8;6;80
201400015953;14;11;12;1615;1;2;1;6;80
201400015954;14;11;18;1320;1;2;1;6;80
201400015955;14;11;19;1050;1;2;1;6;60
201400015956;14;10;25;2015;5;2;1;7;60
201400015957;14;11;19;815;1;2;1;6;60
201400015958;14;11;19;830;1;2;1;6;60
201400015959;14;11;13;1230;1;2;1;6;60
201400015962;14;12;8;1530;1;2;1;6;19
201400015963;14;11;13;1930;5;2;1;6;2B
201400015964;14;11;23;800;1;2;1;6;2B
201400015966;14;11;7;1225;1;2;1;6;2B
201400015967;14;11;25;1350;1;2;8;6;2B
201400015968;14;11;21;1335;1;2;1;6;2B
201400015969;14;11;25;1145;1;2;2;6;2B
201400015970;14;11;25;1910;5;2;1;4;2B
201400015971;14;11;25;1420;1;2;1;1;2B
201400015972;14;11;15;630;5;2;2;6;2B
201400015974;14;12;1;1830;5;2;2;6;2B
201400015975;14;11;26;1950;5;2;2;6;2B
201400015976;14;11;6;2030;5;2;1;6;2B
201400015977;14;10;24;1245;1;2;1;6;2B
201400015981;14;11;19;1730;1;2;1;5;31
201400015982;14;11;26;2030;5;2;2;6;31
201400015983;14;11;26;1700;5;2;2;6;31
201400015984;14;11;28;830;1;1;1;6;31
201400015986;14;11;21;745;2;1;1;6;31
201400015987;14;11;25;200;5;2;1;6;31
201400015988;14;11;30;20;5;2;2;6;31
201400015989;14;12;10;1230;1;2;1;6;2A
201400015990;14;11;29;1330;1;2;1;4;2A
201400015991;14;11;24;1210;1;2;1;6;2A
201400015992;14;11;26;1000;1;2;1;6;2A
201400015993;14;11;27;2210;5;2;1;6;2A
201400015995;14;11;26;1905;5;2;2;6;2A
201400015996;14;11;3;1640;1;2;1;4;2A
201400015997;14;11;27;1600;1;2;1;6;79
201400015998;14;11;30;1110;1;2;1;6;79
201400015999;14;11;20;1040;1;2;1;6;79
201400016000;14;11;14;1545;1;2;1;6;79
201400016001;14;11;28;2230;5;2;1;6;79
201400016002;14;11;25;1600;1;2;8;6;79
201400016003;14;11;24;1250;1;2;2;6;79
201400016005;14;12;15;1450;1;2;1;6;79
201400016007;14;11;24;1400;1;2;8;6;79
201400016008;14;11;25;2030;5;2;1;6;79
201400016009;14;11;28;1355;1;2;1;6;79
201400016010;14;11;25;1000;1;2;1;6;79
201400016011;14;11;20;2230;5;2;1;6;79
201400016012;14;12;3;750;2;2;1;6;79
201400016013;14;11;28;1530;1;2;1;6;79
201400016014;14;11;28;1240;1;2;2;6;79
201400016015;14;11;17;730;1;2;2;6;79
201400016017;14;11;21;755;1;2;1;6;79
201400016018;14;12;16;1415;1;2;1;6;79
201400016019;14;10;3;1300;1;2;1;6;79
201400016020;14;8;14;1410;1;2;1;6;79
201400016023;14;12;10;530;5;2;1;6;79
201400016024;14;11;19;1150;1;2;1;6;79
201400016025;14;11;21;1200;1;2;1;6;79
201400016026;14;11;27;1700;2;2;1;7;79
201400016028;14;12;3;900;1;2;1;3;79
201400016031;14;12;5;1635;1;2;1;7;79
201400016032;14;12;3;945;1;2;1;6;79
201400016033;14;9;28;1430;1;2;1;1;79
201400016034;14;12;5;1100;1;2;1;6;79
201400016035;14;11;29;1210;1;2;1;4;79
201400016036;14;11;11;930;1;2;1;6;79
201400016037;14;10;16;800;1;2;1;2;79
201400016038;14;11;26;1750;5;2;2;3;79
201400016039;14;11;27;2005;5;2;1;6;79
201400016040;14;12;1;1350;1;2;2;1;79
201400016041;14;11;20;1240;1;2;1;1;79
201400016044;14;11;24;1910;5;2;1;6;79
201400016045;14;12;6;1925;5;2;2;6;79
201400016046;14;12;5;1150;1;2;8;6;79
201400016047;14;12;7;300;5;2;1;7;79
201400016048;14;12;5;700;5;2;2;6;79
201400016049;14;11;28;1835;5;2;2;3;79
201400016052;14;11;26;1540;1;2;8;5;79
201400016053;14;9;21;1210;1;2;1;6;79
201400016054;14;11;4;1330;1;2;2;7;79
201400016055;14;11;21;1450;1;2;1;6;79
201400016056;14;11;6;1215;1;2;1;2;79
201400016058;14;11;5;720;1;2;1;6;79
201400016059;14;12;7;2130;5;2;1;6;79
201400016060;14;12;7;1645;2;2;1;4;79
201400016061;14;11;21;1640;1;2;1;1;79
201400016062;14;11;25;2010;4;2;3;6;79
201400016064;14;12;5;2235;5;2;3;6;79
201400016066;14;12;19;1135;1;2;1;6;79
201400016067;14;10;20;1800;1;2;1;6;79
201400016068;14;12;23;1000;1;2;1;6;79
201400016069;14;12;6;2100;5;2;8;6;79
201400016070;14;12;28;1300;1;2;1;6;76
201400016072;14;12;31;1900;5;2;1;2;76
201400016074;14;12;21;630;5;2;1;6;76
201400016075;14;12;9;1130;1;2;1;6;76
201400016076;14;11;26;1810;5;2;3;6;76
201400016077;14;12;10;1210;1;2;1;6;76
201400016078;14;12;7;845;1;2;1;3;76
201400016079;14;12;11;2015;5;2;1;2;76
201400016080;14;12;12;1500;1;2;1;6;76
201400016081;14;12;12;825;1;2;1;2;76
201400016082;14;12;10;755;1;2;1;6;67
201400016083;14;12;14;1230;1;2;1;6;67
201400016084;14;12;10;2100;5;2;1;2;67
201400016085;14;11;28;1700;1;2;1;2;67
201400016086;14;11;16;1320;1;2;1;6;67
201400016087;14;11;4;1950;5;2;1;6;67
201400016088;14;12;9;1350;1;2;1;6;67
201400016089;14;11;27;1045;1;2;3;6;67
201400016090;14;12;9;1930;5;2;1;6;67
201400016091;14;11;25;1300;1;2;1;1;67
201400016092;14;12;10;1335;1;2;1;6;67
201400016093;14;12;4;1740;5;2;3;6;67
201400016094;14;12;8;1815;5;2;1;1;67
201400016095;14;10;18;1500;1;2;1;6;67
201400016096;14;12;17;1430;1;2;8;2;67
201400016098;14;12;9;900;1;2;1;7;67
201400016099;14;11;26;1300;1;2;1;7;67
201400016101;14;12;7;15;5;2;1;6;78
201400016102;14;12;23;1100;1;2;1;6;78
201400016104;14;2;20;1040;1;2;1;6;77
201400016105;14;12;9;1800;2;2;1;6;77
201400016106;14;12;15;950;1;2;1;6;77
201400016107;14;12;11;1015;1;2;1;6;74
201400016108;14;12;1;550;3;2;9;6;74
201400016109;14;11;8;2110;5;2;1;6;74
201400016110;14;11;29;2220;5;2;2;6;74
201400016111;14;12;2;730;5;2;3;1;74
201400016113;14;12;16;1620;1;2;1;7;74
201400016114;14;12;14;705;2;2;8;6;74
201400016115;14;12;12;1707;2;2;1;6;74
201400016116;14;12;16;1550;1;2;1;6;74
201400016117;14;11;3;1433;1;2;1;6;74
201400016118;14;12;16;1900;5;2;1;6;74
201400016120;14;12;17;1345;1;2;2;6;74
201400016121;14;12;18;1700;1;2;1;6;74
201400016122;14;12;19;1305;1;2;1;6;74
201400016124;14;12;16;1830;5;2;1;6;74
201400016125;14;11;23;1855;5;2;1;6;74
201400016126;14;12;22;1915;5;2;1;6;74
201400016128;14;12;21;1330;1;2;1;6;74
201400016129;14;12;22;420;5;2;1;6;74
201400016130;14;11;28;900;1;2;6;6;74
201400016131;14;12;20;1500;2;2;1;6;74
201400016133;14;12;23;1530;1;2;1;6;74
201400016134;14;12;10;2110;3;2;1;1;74
201400016135;14;12;16;1730;2;2;1;6;74
201400016136;14;11;19;1445;1;2;1;6;74
201400016137;14;12;16;1230;1;2;1;1;74
201400016138;14;11;19;1300;1;2;1;6;74
201400016139;14;12;12;1830;5;2;1;6;74
201400016140;14;12;14;1900;5;2;1;6;74
201400016142;14;12;23;1330;1;2;1;6;74
201400016143;14;12;15;840;1;2;1;6;74
201400016144;14;12;11;1805;1;2;1;6;74
201400016145;14;12;12;1920;5;2;1;6;74
201400016150;14;12;19;1530;1;2;1;6;59
201400016151;14;12;2;740;2;2;8;6;59
201400016152;14;12;10;930;1;2;1;6;25
201400016153;14;12;27;1625;1;2;1;6;25
201400016154;14;12;18;1800;5;2;1;7;25
201400016155;14;12;25;1720;5;2;1;6;25
201400016156;14;12;28;1820;5;2;1;6;25
201400016157;14;7;31;1620;1;2;1;6;25
201400016159;14;11;28;1405;1;2;1;6;56
201400016161;14;12;6;2130;5;2;1;6;56
201400016163;14;1;30;1525;1;2;2;6;56
201400016164;14;4;25;1700;1;2;1;6;56
